earliest_cr_line,revol_util,dti,annual_inc,open_acc,loan_amnt,total_acc,revol_bal,fico_score,term,home_ownership,verification_status,pub_rec,application_type,pub_rec_bankruptcies,loan_approval
1967.0,65.8,11.76,5.079181246047625,13.0,24000.0,25.0,5.189664333503016,697.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2007.0,21.7,13.49,4.417637739652229,8.0,1500.0,8.0,3.5958267770732233,752.0,36 months,RENT,Not Verified,0,Individual,0,1
1994.0,36.5,27.66,4.9084850188786495,20.0,13225.0,30.0,4.2203957782315955,712.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2000.0,41.9,15.76,4.770852011642144,14.0,12000.0,24.0,4.337758671493417,747.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2001.0,92.9,16.54,4.674401812845281,9.0,5000.0,11.0,3.8131137540078988,677.0,36 months,RENT,Not Verified,0,Individual,0,1
2007.0,27.1,33.02,4.963787827345556,9.0,14000.0,12.0,3.759214431234244,737.0,36 months,RENT,Not Verified,0,Individual,0,1
1995.0,42.1,8.66,5.041392685158225,14.0,24000.0,25.0,3.948412965778601,732.0,36 months,MORTGAGE,Source Verified,1,Individual,1,1
2011.0,97.7,7.99,5.079181246047625,6.0,8500.0,7.0,4.058198187878253,662.0,36 months,RENT,Source Verified,0,Individual,0,1
2003.0,65.1,17.49,5.079181246047625,16.0,18000.0,28.0,4.2849718546478694,662.0,36 months,OWN,Source Verified,0,Individual,0,1
2005.0,28.0,33.36,4.903089986991944,19.0,8000.0,44.0,4.1170059966359664,742.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1999.0,69.0,8.93,5.037426497940624,7.0,4100.0,14.0,3.9389198122447717,662.0,36 months,RENT,Source Verified,0,Individual,0,1
1993.0,90.7,33.98,4.863322860120456,10.0,20000.0,19.0,4.16699223083011,692.0,36 months,RENT,Verified,0,Individual,0,1
1987.0,41.8,26.22,4.892094602690481,13.0,8325.0,38.0,4.427615923618319,757.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2005.0,80.0,28.9,5.1303337684950066,12.0,30000.0,26.0,4.508300728187254,672.0,36 months,OWN,Verified,0,Individual,0,1
1991.0,23.3,8.65,4.681241237375588,18.0,12000.0,45.0,3.9685763351754977,692.0,60 months,MORTGAGE,Verified,0,Individual,0,1
1994.0,98.9,13.41,5.021189299069938,9.0,4000.0,24.0,4.565765200452152,692.0,36 months,RENT,Not Verified,0,Individual,0,0
2009.0,34.0,14.76,4.8750612633917,12.0,16000.0,16.0,4.345001038178042,722.0,36 months,RENT,Source Verified,0,Individual,0,1
1987.0,50.2,11.58,5.012837224705172,15.0,30000.0,46.0,4.68524896024201,717.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2004.0,68.1,17.61,4.929418925714293,12.0,18000.0,17.0,4.324591085760926,702.0,36 months,MORTGAGE,Source Verified,0,Individual,0,0
2004.0,28.6,6.17,5.079181246047625,5.0,16100.0,7.0,3.7961578769069146,782.0,60 months,RENT,Verified,0,Individual,0,1
1996.0,15.0,17.06,5.139879086401237,11.0,6075.0,24.0,3.1571544399062814,682.0,36 months,RENT,Source Verified,1,Individual,1,1
1997.0,44.9,23.13,5.179551791165188,18.0,25000.0,30.0,5.795432289600955,687.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2009.0,1.0,4.79,4.581118712146874,9.0,4000.0,16.0,2.113943352306837,742.0,36 months,RENT,Not Verified,0,Individual,0,1
1993.0,4.3,12.87,5.204119982655925,14.0,32000.0,32.0,3.0330214446829107,722.0,60 months,MORTGAGE,Source Verified,0,Individual,0,1
1997.0,99.3,20.28,5.096910013008056,7.0,5000.0,32.0,3.775100498879025,697.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2010.0,29.1,2.02,4.903089986991944,5.0,6000.0,5.0,3.5427009694481106,732.0,36 months,RENT,Not Verified,0,Individual,0,1
2007.0,79.9,5.38,4.778151250383644,13.0,6000.0,18.0,3.8665236255328437,662.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2007.0,56.9,18.23,4.799340549453582,12.0,9000.0,15.0,3.9698816437465,692.0,36 months,RENT,Source Verified,1,Individual,1,1
2005.0,35.9,41.74,4.857332496431268,12.0,20000.0,26.0,4.264888626120619,702.0,36 months,RENT,Verified,0,Joint App,0,1
1997.0,50.3,2.44,4.929418925714293,9.0,12000.0,38.0,3.9518715571283645,662.0,36 months,MORTGAGE,Verified,1,Individual,1,1
1999.0,71.1,18.3,5.045322978786658,9.0,21000.0,33.0,4.547417772917427,712.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2005.0,86.0,21.0,4.6020599913279625,7.0,2400.0,15.0,3.8639173769578603,667.0,36 months,RENT,Source Verified,0,Individual,0,1
1995.0,28.3,22.08,4.807879891397919,16.0,10250.0,34.0,4.009833178608563,757.0,36 months,RENT,Source Verified,0,Individual,0,1
1999.0,82.5,14.15,4.7160033436347994,18.0,20000.0,26.0,4.305544823894977,702.0,36 months,RENT,Verified,0,Individual,0,0
2000.0,30.2,9.93,4.7160033436347994,18.0,18000.0,46.0,4.17507672117621,742.0,60 months,OWN,Verified,0,Individual,0,1
2009.0,67.7,22.11,4.57978359661681,8.0,15000.0,10.0,4.020899672862536,677.0,36 months,RENT,Not Verified,0,Individual,0,1
1996.0,56.2,18.07,4.531478917042255,6.0,8875.0,14.0,3.7041505168397992,687.0,36 months,RENT,Not Verified,0,Individual,0,0
1992.0,73.1,21.99,4.812913356642856,15.0,15000.0,32.0,4.49338833521016,672.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1991.0,60.6,42.84,4.6985354925620015,15.0,6400.0,33.0,4.448211467856778,707.0,36 months,RENT,Verified,0,Individual,0,1
2004.0,42.5,15.92,4.65123923597393,21.0,15000.0,26.0,4.157789086282049,712.0,60 months,RENT,Verified,0,Individual,0,1
2001.0,26.7,17.47,4.909556029241175,18.0,18000.0,26.0,3.6817837664678814,667.0,36 months,RENT,Verified,0,Individual,0,1
1995.0,81.1,15.55,5.113943352306837,7.0,30000.0,38.0,3.552303109338354,672.0,60 months,MORTGAGE,Verified,0,Individual,0,1
2002.0,61.6,17.78,4.99563519459755,8.0,25775.0,9.0,3.6645479622465467,707.0,60 months,RENT,Not Verified,1,Individual,0,1
2000.0,39.8,27.93,4.903089986991944,14.0,6000.0,22.0,3.752202153176521,672.0,36 months,MORTGAGE,Verified,1,Individual,1,1
1998.0,70.0,23.38,4.681241237375588,8.0,7125.0,35.0,4.248488225577443,687.0,36 months,MORTGAGE,Verified,0,Individual,0,1
1993.0,3.0,12.04,4.6776069527204935,14.0,5000.0,37.0,3.1420764610732848,697.0,36 months,MORTGAGE,Verified,1,Individual,1,1
2005.0,8.8,5.65,5.0,15.0,10000.0,18.0,3.6612446089593336,757.0,36 months,RENT,Not Verified,0,Individual,0,1
1988.0,53.1,28.1,4.812913356642856,15.0,7000.0,23.0,4.500318823746387,697.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2006.0,67.4,2.57,4.954242509439325,5.0,10000.0,7.0,3.981048058913173,677.0,36 months,RENT,Source Verified,0,Individual,0,1
1999.0,27.6,9.66,5.1121859196899315,9.0,8100.0,27.0,3.910037123553051,742.0,36 months,RENT,Not Verified,0,Individual,0,1
2006.0,44.8,34.56,4.439332693830263,13.0,9250.0,20.0,4.109038295574381,702.0,36 months,RENT,Verified,0,Individual,0,1
1997.0,67.5,8.82,5.001919675605883,8.0,28000.0,23.0,4.508112056839824,722.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2005.0,45.4,22.71,4.568201724066995,10.0,8000.0,15.0,3.669502834104343,692.0,36 months,RENT,Source Verified,0,Individual,0,1
1999.0,65.0,13.02,4.8750612633917,24.0,4500.0,40.0,3.553640336231354,687.0,36 months,MORTGAGE,Not Verified,0,Individual,0,0
1999.0,25.1,1.65,4.653212513775344,7.0,3000.0,15.0,3.081707270097349,672.0,36 months,MORTGAGE,Not Verified,0,Individual,0,0
1999.0,48.4,16.51,4.698970004336019,14.0,6000.0,20.0,4.027227254067255,672.0,36 months,MORTGAGE,Source Verified,1,Individual,1,0
2005.0,81.6,12.81,4.633468455579586,11.0,15000.0,16.0,4.162056337360552,707.0,60 months,MORTGAGE,Source Verified,0,Individual,0,1
2002.0,39.4,11.91,4.924279286061882,10.0,20000.0,20.0,3.9904720535256195,732.0,60 months,MORTGAGE,Verified,0,Individual,0,1
2001.0,45.9,15.65,4.801197834459149,11.0,7000.0,23.0,4.151492428425498,722.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1999.0,23.6,23.88,4.954242509439325,18.0,40000.0,23.0,4.552680381053355,752.0,60 months,RENT,Verified,0,Individual,0,1
2007.0,90.3,19.07,4.378761175316373,4.0,8600.0,7.0,4.263020283104046,682.0,36 months,RENT,Verified,0,Individual,0,1
1997.0,92.1,16.48,5.008600171761918,9.0,21000.0,22.0,4.318522442141257,692.0,36 months,RENT,Source Verified,0,Individual,0,1
2007.0,69.1,7.19,4.6647171715535265,4.0,10000.0,27.0,3.720572720364261,682.0,36 months,RENT,Verified,0,Individual,0,1
2012.0,39.3,16.34,4.6020599913279625,17.0,8400.0,19.0,4.355355723394706,662.0,36 months,RENT,Source Verified,0,Individual,0,0
1998.0,77.8,19.62,4.963787827345556,7.0,19800.0,27.0,4.198574618147281,742.0,36 months,RENT,Source Verified,0,Individual,0,1
2001.0,79.4,27.57,4.623249290397901,21.0,9750.0,25.0,3.8345478576809486,717.0,36 months,RENT,Not Verified,0,Individual,0,1
2001.0,31.0,12.04,5.301029995663981,13.0,11100.0,37.0,3.3783979009481375,662.0,36 months,MORTGAGE,Source Verified,1,Individual,0,1
2003.0,8.8,8.33,4.913813852383717,8.0,5700.0,14.0,3.04766419460156,717.0,60 months,MORTGAGE,Source Verified,2+,Individual,0,1
2000.0,17.3,5.55,4.698970004336019,10.0,12000.0,25.0,3.5460488664017342,727.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2000.0,0.1,7.18,4.7923916894982534,10.0,10000.0,21.0,1.146128035678238,702.0,36 months,OWN,Source Verified,0,Individual,0,1
1997.0,76.6,11.92,4.929418925714293,6.0,16000.0,10.0,4.051306910817974,707.0,36 months,RENT,Source Verified,0,Individual,0,1
2007.0,18.4,12.32,4.653212513775344,9.0,11100.0,13.0,3.807467375684278,737.0,36 months,RENT,Not Verified,0,Individual,0,1
1998.0,56.2,18.23,4.7160033436347994,9.0,9450.0,19.0,3.9512403503243405,697.0,36 months,MORTGAGE,Verified,0,Individual,0,1
1996.0,73.8,15.07,4.944482672150168,6.0,8000.0,12.0,4.439506376888728,717.0,36 months,RENT,Verified,0,Individual,0,1
2001.0,65.3,18.2,4.477121254719663,9.0,1800.0,18.0,4.12260902357599,682.0,36 months,RENT,Not Verified,0,Individual,0,1
1997.0,78.0,20.06,4.778151250383644,10.0,16000.0,21.0,4.147026715222231,677.0,60 months,MORTGAGE,Verified,0,Individual,0,1
2006.0,34.7,18.06,4.778151250383644,11.0,21000.0,23.0,4.09191304667608,742.0,36 months,RENT,Not Verified,0,Individual,0,1
2005.0,41.2,15.49,4.903089986991944,12.0,8000.0,34.0,3.959613711071044,737.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2003.0,72.9,15.37,4.778151250383644,18.0,18000.0,32.0,4.203440866830438,677.0,36 months,RENT,Source Verified,0,Individual,0,0
2012.0,31.1,25.04,4.176091259055681,6.0,3000.0,8.0,3.4112829130173843,682.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1982.0,69.5,24.43,5.2552725051033065,14.0,30000.0,24.0,4.6651962402120315,662.0,60 months,RENT,Source Verified,0,Individual,0,1
2003.0,12.6,12.19,5.071882007306125,7.0,30000.0,13.0,3.116939646550756,697.0,36 months,RENT,Source Verified,0,Individual,0,1
2005.0,60.6,17.09,5.107209969647869,7.0,20000.0,18.0,4.26394363421885,662.0,60 months,MORTGAGE,Not Verified,1,Individual,1,1
2005.0,76.1,30.86,5.1303337684950066,11.0,25000.0,18.0,4.570729693048355,687.0,60 months,RENT,Not Verified,0,Individual,0,0
1987.0,47.0,12.34,4.6020599913279625,6.0,15875.0,18.0,4.248341156669196,722.0,36 months,RENT,Not Verified,0,Individual,0,1
2004.0,25.9,32.47,4.658011396657113,26.0,13200.0,38.0,4.065093989357153,712.0,36 months,RENT,Not Verified,1,Individual,1,1
2000.0,6.5,14.54,5.096910013008056,12.0,27200.0,35.0,3.290479813330673,702.0,60 months,RENT,Not Verified,1,Individual,1,0
1998.0,77.8,15.71,4.8750612633917,7.0,7500.0,24.0,3.9036325160842376,717.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1999.0,49.8,28.35,4.672097857935717,10.0,6000.0,30.0,3.66143405039392,667.0,36 months,OWN,Source Verified,0,Individual,0,1
1996.0,17.3,2.62,5.0,4.0,5000.0,12.0,3.6232492903979003,667.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2009.0,7.0,5.68,4.919078092376074,5.0,40000.0,7.0,3.5443161417474274,817.0,60 months,RENT,Verified,0,Individual,0,0
1968.0,4.3,14.44,4.863322860120456,19.0,16000.0,79.0,3.5796692935547205,817.0,36 months,RENT,Not Verified,0,Individual,0,1
1994.0,42.3,27.36,4.7923916894982534,17.0,21000.0,29.0,4.102090525511836,732.0,60 months,RENT,Verified,0,Individual,0,1
1996.0,34.6,2.62,4.880813592280791,7.0,10000.0,18.0,3.684665864025861,662.0,36 months,MORTGAGE,Source Verified,1,Individual,1,1
2003.0,21.7,3.83,4.832508912706237,13.0,7500.0,19.0,3.714413592287121,667.0,36 months,RENT,Not Verified,0,Individual,0,0
1994.0,49.4,5.86,5.079181246047625,7.0,18000.0,20.0,3.90848501887865,662.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2005.0,88.5,26.12,4.724275869600789,14.0,24375.0,29.0,4.43412160591869,687.0,36 months,RENT,Not Verified,0,Individual,0,1
1982.0,58.0,7.73,5.740362689494244,19.0,40000.0,42.0,4.801657488870102,707.0,60 months,MORTGAGE,Source Verified,0,Individual,0,1
2003.0,51.2,24.53,4.653212513775344,10.0,19200.0,21.0,4.3912704083311995,697.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1994.0,2.1,2.91,4.8750612633917,14.0,8000.0,63.0,2.906335041805091,797.0,60 months,RENT,Verified,0,Individual,0,1
2003.0,43.1,21.75,4.799340549453582,7.0,8000.0,15.0,3.909020854211156,662.0,36 months,RENT,Source Verified,1,Individual,1,0
1968.0,86.5,24.69,5.146128035678238,13.0,25000.0,22.0,5.063400918957368,717.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2004.0,34.4,4.4,4.7558748556724915,11.0,3500.0,15.0,3.985650973690949,717.0,36 months,RENT,Not Verified,0,Individual,0,1
1990.0,39.3,14.45,4.698970004336019,8.0,9450.0,14.0,4.014142361545006,727.0,36 months,OWN,Not Verified,1,Individual,1,1
2004.0,62.0,13.48,4.845098040014257,7.0,12000.0,12.0,4.3877278748679,697.0,36 months,RENT,Verified,0,Individual,0,1
2005.0,6.3,1.3,4.3979400086720375,3.0,4200.0,7.0,2.72916478969277,722.0,36 months,RENT,Not Verified,0,Joint App,0,1
1984.0,48.7,29.85,4.740362689494244,14.0,10000.0,43.0,4.0853262624239886,677.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1997.0,41.5,19.54,4.746634198937579,21.0,14800.0,30.0,4.188253327026504,682.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
1994.0,16.3,14.0,4.707570176097937,21.0,4800.0,58.0,3.8490506905695123,687.0,36 months,RENT,Verified,0,Individual,0,1
2012.0,28.0,24.74,4.778151250383644,17.0,13000.0,21.0,4.034146977106046,677.0,36 months,RENT,Verified,0,Individual,0,0
2000.0,59.2,6.85,4.903089986991944,12.0,20000.0,30.0,4.336759833698248,752.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2010.0,25.3,17.56,4.633468455579586,8.0,10000.0,14.0,3.5199591807520685,702.0,36 months,RENT,Not Verified,1,Individual,1,1
2005.0,41.7,30.47,4.414973347970818,11.0,12000.0,21.0,3.681331705969166,672.0,60 months,RENT,Source Verified,0,Individual,0,0
1999.0,71.9,14.12,4.7160033436347994,6.0,10400.0,18.0,4.216324278686668,732.0,36 months,RENT,Not Verified,0,Individual,0,1
2004.0,31.2,20.99,4.8750612633917,15.0,3000.0,22.0,3.9986080293150943,742.0,36 months,RENT,Not Verified,0,Individual,0,1
1978.0,72.3,7.33,5.230448921378274,10.0,28000.0,13.0,4.599555590985981,702.0,36 months,RENT,Source Verified,0,Individual,0,1
2007.0,40.2,27.38,4.643452676486188,24.0,8400.0,40.0,4.025919998502018,677.0,36 months,OWN,Source Verified,0,Individual,0,1
2005.0,44.0,15.23,4.562292864456475,22.0,8000.0,39.0,3.8608169638645378,667.0,36 months,RENT,Not Verified,0,Individual,0,0
1999.0,63.2,14.37,5.096910013008056,12.0,25000.0,18.0,3.639486489268586,662.0,36 months,MORTGAGE,Not Verified,2+,Individual,2+,1
1994.0,82.4,27.78,4.9344984512435675,13.0,19125.0,24.0,4.599184146987167,677.0,36 months,MORTGAGE,Verified,0,Individual,0,1
1998.0,31.1,16.87,5.113943352306837,10.0,16000.0,21.0,4.0231289460104955,742.0,36 months,MORTGAGE,Not Verified,1,Individual,1,1
2009.0,44.4,22.53,4.414973347970818,8.0,8000.0,11.0,3.86457040685343,662.0,36 months,RENT,Verified,0,Individual,0,1
1994.0,22.1,8.39,5.041392685158225,11.0,7500.0,25.0,3.5563025007672873,662.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2000.0,69.3,16.44,4.472756449317212,6.0,9750.0,18.0,3.68556261115823,692.0,36 months,RENT,Not Verified,0,Individual,0,1
1986.0,73.9,35.14,4.763427993562937,10.0,8000.0,24.0,4.011485859999405,702.0,36 months,RENT,Verified,0,Individual,0,0
2000.0,75.2,26.02,4.845098040014257,24.0,10625.0,40.0,4.326540668516562,672.0,60 months,RENT,Source Verified,0,Individual,0,0
2000.0,15.3,25.96,4.778151250383644,15.0,7000.0,23.0,3.287129620719111,742.0,36 months,MORTGAGE,Verified,1,Individual,1,0
2011.0,57.1,10.64,5.060697840353612,6.0,15000.0,10.0,4.298285285484084,712.0,36 months,RENT,Source Verified,0,Individual,0,1
2001.0,58.3,5.82,4.8750612633917,7.0,30000.0,16.0,4.062017598857112,677.0,36 months,RENT,Verified,1,Individual,1,0
2001.0,82.0,31.95,4.903089986991944,20.0,16800.0,25.0,4.676492416111153,667.0,60 months,RENT,Verified,0,Individual,0,0
1994.0,72.8,10.34,5.740362689494244,11.0,35000.0,23.0,4.13155450976124,682.0,36 months,MORTGAGE,Source Verified,0,Individual,0,0
2006.0,48.1,14.4,4.556302500767287,8.0,2800.0,18.0,3.82529626443096,677.0,36 months,RENT,Not Verified,0,Individual,0,1
2006.0,66.0,15.8,4.698970004336019,7.0,11000.0,12.0,3.7831886910752575,697.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2001.0,70.7,26.97,4.826074802700826,6.0,7975.0,17.0,4.48681288633463,702.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
1998.0,58.5,12.96,4.8512583487190755,14.0,20000.0,40.0,3.6965311199696074,697.0,60 months,MORTGAGE,Verified,0,Individual,0,0
1971.0,67.6,7.3,5.02938377768521,7.0,16000.0,22.0,3.9791384695468097,662.0,36 months,MORTGAGE,Verified,1,Individual,1,1
1994.0,66.5,22.87,4.857332496431268,15.0,9000.0,31.0,4.2459812555626195,682.0,36 months,MORTGAGE,Verified,0,Individual,0,1
1995.0,25.8,26.57,4.845098040014257,12.0,5000.0,49.0,3.4761067168401913,672.0,36 months,RENT,Source Verified,1,Individual,1,1
1992.0,83.0,16.45,4.8750612633917,13.0,7200.0,16.0,4.588607804742686,667.0,36 months,RENT,Not Verified,0,Individual,0,1
2002.0,25.9,11.7,4.8750612633917,17.0,12000.0,27.0,4.08639542712425,702.0,36 months,MORTGAGE,Source Verified,0,Individual,0,1
2004.0,37.6,7.32,4.421603926869831,9.0,9600.0,14.0,3.9514832307522934,732.0,36 months,OWN,Source Verified,0,Individual,0,1
2006.0,79.1,17.56,5.017033339298781,15.0,30000.0,24.0,4.422113594696833,677.0,36 months,RENT,Verified,0,Individual,0,1
2001.0,84.0,17.71,4.845098040014257,11.0,21000.0,22.0,4.0482863931061255,702.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2002.0,17.1,4.42,4.993436230497612,17.0,20000.0,25.0,4.241646078001389,712.0,60 months,MORTGAGE,Not Verified,0,Individual,0,0
2005.0,72.7,4.38,4.7558748556724915,1.0,9500.0,4.0,3.9918460536448968,717.0,36 months,RENT,Verified,0,Individual,0,1
1990.0,71.4,12.49,5.117271295655764,11.0,28000.0,23.0,4.518342820465343,702.0,36 months,MORTGAGE,Not Verified,0,Individual,0,1
2005.0,99.5,28.07,4.6020599913279625,5.0,4200.0,8.0,3.7221401254574156,677.0,36 months,RENT,Not Verified,0,Individual,0,1
2001.0,25.0,38.73,4.763427993562937,14.0,16900.0,28.0,3.81424759573192,787.0,60 months,RENT,Source Verified,0,Individual,0,1
1981.0,78.5,22.92,5.004321373782642,16.0,28000.0,36.0,4.804091705044582,727.0,36 months,MORTGAGE,Source Verified,0,Individual,0,0
2009.0,40.8,14.27,4.903089986991944,14.0,3200.0,16.0,4.443012511216785,692.0,36 months,MORTGAGE,Verified,0,Individual,0,1
2000.0,64.8,17.37,4.786751422145561,13.0,28000.0,19.0,4.4562749128401675,697.0,60 months,RENT,Source Verified,0,Individual,0,1
1993.0,77.0,15.27,5.060697840353612,10.0,21000.0,18.0,4.640282629696681,727.0,36 months,RENT,Verified,0,Individual,0,1
